school_name,nces_school_id,district,metro,state,entity_type,school_level,school_url,main_office_phone,main_office_email,principal_name,principal_title,principal_email,principal_phone,counselor_name,counselor_email,media_specialist_name,media_specialist_email,coach_name,coach_email,coach_role,sources,people_last_verified_at,status
Stockbridge Elementary School,130282001207,Henry County Schools,Atlanta,GA,traditional,elementary,,(770)474-8743,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Stockbridge High School,130282001205,Henry County Schools,Atlanta,GA,traditional,high,https://shs.henry.k12.ga.us,(770)474-8747,,Dr. James Thornton,Principal,James.Thornton@henry.k12.ga.us,,,,,,,,,https://www.henry.k12.ga.us/about-hcs/deputy-superintendents/deputy-superintendent-operations/legal-compliance/title-ix/local-site-based-title-ix-coordinators|https://shs.henry.k12.ga.us|https://www.henry.k12.ga.us/schools,2026-09-07,verified
Stockbridge Middle School,130282001213,Henry County Schools,Atlanta,GA,traditional,middle,,(770)474-5710,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Timber Ridge Elementary School,130282003412,Henry County Schools,Atlanta,GA,traditional,elementary,,(770)288-3237,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Tussahaw Elementary,130282003730,Henry County Schools,Atlanta,GA,traditional,elementary,,(770)957-0164,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Union Grove High,130282002391,Henry County Schools,Atlanta,GA,traditional,high,https://ugh.henry.k12.ga.us,(678)583-8502,,Dr. LaTonya Richards,Principal,Latonya.Richards@henry.k12.ga.us,,,,,,,,,https://www.henry.k12.ga.us/about-hcs/deputy-superintendents/deputy-superintendent-operations/legal-compliance/title-ix/local-site-based-title-ix-coordinators|https://ugh.henry.k12.ga.us|https://www.henry.k12.ga.us/schools,2026-09-07,verified
Union Grove Middle,130282002394,Henry County Schools,Atlanta,GA,traditional,middle,,(678)583-8978,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Unity Grove Elementary School,130282002575,Henry County Schools,Atlanta,GA,traditional,elementary,,(770)898-8886,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Walnut Creek Elementary,130282003413,Henry County Schools,Atlanta,GA,traditional,elementary,,(770)288-8561,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Wesley Lakes Elementary School,130282000367,Henry County Schools,Atlanta,GA,traditional,elementary,,(770)914-1889,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Woodland Elementary School,130282003410,Henry County Schools,Atlanta,GA,traditional,elementary,,(770)506-6391,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Woodland High School,130282003418,Henry County Schools,Atlanta,GA,traditional,high,https://whs.henry.k12.ga.us,(770)389-2784,,Purvis Jackson,Principal,Purvis.Jackson@henry.k12.ga.us,,,,,,,,,https://www.henry.k12.ga.us/about-hcs/deputy-superintendents/deputy-superintendent-operations/legal-compliance/title-ix/local-site-based-title-ix-coordinators|https://whs.henry.k12.ga.us|https://www.henry.k12.ga.us/schools,2026-09-07,verified
Woodland Middle School,130282003415,Henry County Schools,Atlanta,GA,traditional,middle,,(770)389-2774,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Bonaire Elementary School,130288001218,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)929-7826,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Bonaire Middle School,130288001677,Houston County Schools,Warner Robins,GA,traditional,middle,,(478)929-6235,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Bonaire Primary School,130288004380,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)922-2194,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
C. B. Watson Primary School,130288002498,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)929-6360,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Centerville Elementary School,130288001231,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)953-0400,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
David A. Perdue Elementary School,130288000414,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)988-6350,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
David A. Perdue Primary,130288002921,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)218-7500,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Eagle Springs Elementary,130288002330,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)953-0450,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Feagin Mill Middle School,130288001676,Houston County Schools,Warner Robins,GA,traditional,middle,,(478)953-0430,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Hilltop Elementary School,130288003585,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)929-6113,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Houston County High School,130288002179,Houston County Schools,Warner Robins,GA,traditional,high,https://hchs.hcbe.net/,(478)988-6340,,Dr. Jay K. Jones,Principal,,(478) 988-6340,,,,,,,,https://hchs.hcbe.net/principalcorner|https://hchs.hcbe.net/administration,2026-09-07,verified
Huntington Middle School,130288001224,Houston County Schools,Warner Robins,GA,traditional,middle,,(478)542-2240,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Kings Chapel Elementary School,130288001233,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)988-6273,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lake Joy Elementary School,130288003618,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)971-2712,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lake Joy Primary School,130288002920,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)953-0465,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Langston Road Elementary School,130288004166,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)988-6160,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Langston Road Primary School,130288004661,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)988-6160,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Matthew Arthur Elementary School,130288002331,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)988-6170,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Miller Elementary School,130288001239,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)929-7814,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Morningside Elementary School,130288001229,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)988-6261,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Mossy Creek Middle School,130288003661,Houston County Schools,Warner Robins,GA,traditional,middle,,(478)988-6171,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Northside Elementary School,130288002132,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)929-7816,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Northside High School,130288001230,Houston County Schools,Warner Robins,GA,traditional,high,https://nhs.hcbe.net/,(478)929-7858,,Dr. Dustin Dykes,Principal,,(478) 929-7858,,,,,,,,https://nhs.hcbe.net/administration,2026-09-07,verified
Northside Middle School,130288001223,Houston County Schools,Warner Robins,GA,traditional,middle,,(478)929-7845,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Parkwood Elementary School,130288001225,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)929-7822,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pearl Stephens Elementary School,130288002131,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)929-7895,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Perry High School,130288001222,Houston County Schools,Warner Robins,GA,traditional,high,https://phs.hcbe.net/,(478)988-6298,,Dr. Arthur Billings,Principal,,(478) 988-6298,,,,,,,,https://phs.hcbe.net/principalcorner|https://phs.hcbe.net/administration,2026-09-07,verified
Perry Middle School,130288001238,Houston County Schools,Warner Robins,GA,traditional,middle,,(478)988-6285,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Quail Run Elementary School,130288001002,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)953-0415,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Russell Elementary School,130288001241,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)929-7830,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Shirley Hills Elementary School,130288001237,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)929-7824,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Thomson Middle School,130288001221,Houston County Schools,Warner Robins,GA,traditional,middle,,(478)953-0489,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Tucker Elementary School,130288001232,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)988-6278,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Veterans High School,130288003969,Houston County Schools,Warner Robins,GA,traditional,high,https://vhs.hcbe.net/,(478)218-7537,,Chad Simmons,Principal,chadwick.simmons@hcbe.net,(478) 218-7537,,,,,,,,https://vhs.hcbe.net/principalcorner|https://vhs.hcbe.net/administration,2026-09-07,verified
Warner Robins High School,130288001240,Houston County Schools,Warner Robins,GA,traditional,high,https://wrhs.hcbe.net/,(478)929-7877,,Dr. Brett Wallace,Principal,,(478) 929-7877,,,,,,,,https://wrhs.hcbe.net/principalcorner|https://wrhs.hcbe.net/administration,2026-09-07,verified
Warner Robins Middle School,130288001236,Houston County Schools,Warner Robins,GA,traditional,middle,,(478)929-7832,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Westside Elementary School,130288001227,Houston County Schools,Warner Robins,GA,traditional,elementary,,(478)929-7820,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Irwin County Elementary School,130291001244,Irwin County Schools,Rural South Georgia,GA,traditional,elementary,,(229)468-9476,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Irwin County High School,130291001246,Irwin County Schools,Rural South Georgia,GA,traditional,high,,(229)468-9421,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Irwin County Middle School,130291001243,Irwin County Schools,Rural South Georgia,GA,traditional,middle,,(229)468-5517,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
East Jackson Comprehensive High School,130294003421,Jackson County School System,Jefferson,GA,traditional,high,,(706)336-8900,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
East Jackson Elementary School,130294002924,Jackson County School System,Jefferson,GA,traditional,elementary,,(706)336-7900,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
East Jackson Middle School,130294001683,Jackson County School System,Jefferson,GA,traditional,middle,,(706)335-2083,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Gum Springs Elementary School,130294003742,Jackson County School System,Jefferson,GA,traditional,elementary,,(706)654-5580,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jackson County High School,130294002134,Jackson County School System,Jefferson,GA,traditional,high,,(706)367-5003,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Legacy Knoll Middle School,130294004657,Jackson County School System,Jefferson,GA,traditional,middle,,(706)654-5590,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Maysville Elementary School,130294001253,Jackson County School System,Jefferson,GA,traditional,elementary,,(706)652-2241,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
North Jackson Elementary School,130294001252,Jackson County School System,Jefferson,GA,traditional,elementary,,(706)693-2246,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
South Jackson Elementary School,130294001251,Jackson County School System,Jefferson,GA,traditional,elementary,,(706)208-3552,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
West Jackson Elementary School,130294002499,Jackson County School System,Jefferson,GA,traditional,elementary,,(706)654-2044,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
West Jackson Middle School,130294001696,Jackson County School System,Jefferson,GA,traditional,middle,,(706)654-2775,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jasper County High School,130297003423,Jasper County Charter System,Atlanta,GA,traditional,high,https://jchs.jasper.k12.ga.us/,(706)468-5016,,Ken Belle,Principal,kbelle@jasper.k12.ga.us,(706)468-5016,,,,,,,,"jchs.jasper.k12.ga.us/about/title-i-information (Mr. Ken Belle Principal + kbelle@jasper.k12.ga.us); campus header Mr. Ken Belle, Principal",2026-09-07,verified
Jasper County Middle School,130297002397,Jasper County Charter System,Atlanta,GA,traditional,middle,,(706)468-2227,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jasper County Primary School,130297001004,Jasper County Charter System,Atlanta,GA,traditional,elementary,,(706)468-4968,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Washington Park Elementary School,130297001255,Jasper County Charter System,Atlanta,GA,traditional,elementary,,(706)468-6284,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jeff Davis Elementary School,130300001257,Jeff Davis County Schools,Rural SE Georgia,GA,traditional,elementary,,(912)375-6730,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jeff Davis High School,130300001259,Jeff Davis County Schools,Rural SE Georgia,GA,traditional,high,,(912)375-6760,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jeff Davis Middle School,130300001256,Jeff Davis County Schools,Rural SE Georgia,GA,traditional,middle,,(912)375-6730,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jeff Davis Primary School,130300001258,Jeff Davis County Schools,Rural SE Georgia,GA,traditional,elementary,,(912)375-6720,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jefferson Academy,130303003671,Jefferson City Schools,Jefferson,GA,traditional,elementary,,(706)367-2300,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jefferson Elementary School,130303001261,Jefferson City Schools,Jefferson,GA,traditional,elementary,,(706)367-8242,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jefferson High School,130303001260,Jefferson City Schools,Jefferson,GA,traditional,high,,(706)367-2881,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jefferson Middle School,130303002346,Jefferson City Schools,Jefferson,GA,traditional,middle,,(706)367-2882,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Carver Elementary School,130306001263,Jefferson County Schools,Rural Middle Georgia,GA,traditional,elementary,,(478)252-5762,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jefferson County High School,130306001291,Jefferson County Schools,Rural Middle Georgia,GA,traditional,high,,(478)625-9991,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jefferson County Middle School,130306004340,Jefferson County Schools,Rural Middle Georgia,GA,traditional,middle,,(478)625-7764,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Louisville Academy School,130306001264,Jefferson County Schools,Rural Middle Georgia,GA,traditional,elementary,,(478)625-7794,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Wrens Elementary School,130306001267,Jefferson County Schools,Rural Middle Georgia,GA,traditional,elementary,,(706)547-2063,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jenkins County Elementary School,130309001271,Jenkins County School System,Rural Middle Georgia,GA,traditional,elementary,,(478)982-5503,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jenkins County High School,130309001270,Jenkins County School System,Rural Middle Georgia,GA,traditional,high,,(478)982-4791,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jenkins County Middle School,130309002398,Jenkins County School System,Rural Middle Georgia,GA,traditional,middle,,(478)982-1063,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Johnson County Elementary School,130312001697,Johnson County Schools,Dublin,GA,traditional,elementary,,(478)864-3446,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Johnson County High School,130312000055,Johnson County Schools,Dublin,GA,traditional,high,,(478)864-2222,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
