zip,state,district,metro,entity_type,match_method,confidence,n_schools_in_zip,notes,source_urls,last_verified_at
30520,GA,Franklin County School System,Rural NE Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Hart County Charter System; census land≈26.51 sq mi (47% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30520,GA,Hart County Charter System,Rural NE Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Franklin County School System; census land≈29.53 sq mi (53% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30521,GA,Banks County Schools,Rural NE Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Franklin County School System; census land≈5.33 sq mi (6% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30521,GA,Franklin County School System,Rural NE Georgia,traditional,ccd_school_zip,high,3,multi-LEA ZCTA; also Banks County Schools; census land≈86.71 sq mi (94% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30522,GA,Fannin County Schools,Rural North Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Gilmer County Schools; census land≈12.50 sq mi (27% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30522,GA,Gilmer County Schools,Rural North Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Fannin County Schools; census land≈34.02 sq mi (73% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30523,GA,Habersham County Schools,Cornelia,traditional,ccd_school_zip,high,3,"multi-LEA ZCTA; also Rabun County Schools, White County School System; census land≈156.50 sq mi (85% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30523,GA,Rabun County Schools,Rural NE Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Habersham County Schools, White County School System; census land≈27.59 sq mi (15% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30523,GA,White County School System,Rural NE Georgia,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Habersham County Schools, Rabun County Schools; census land≈0.12 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30525,GA,Rabun County Schools,Rural NE Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Towns County Schools; census land≈194.16 sq mi (98% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30525,GA,Towns County Schools,Rural NE Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Rabun County Schools; census land≈3.87 sq mi (2% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30527,GA,Hall County Schools,Gainesville,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also White County School System; census land≈25.41 sq mi (100% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30527,GA,White County School System,Rural NE Georgia,traditional,census_zcta_lea,low,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Hall County Schools; census land≈0.00 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30528,GA,Lumpkin County Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also White County School System; census land≈18.36 sq mi (11% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30528,GA,White County School System,Rural NE Georgia,traditional,ccd_school_zip,high,5,multi-LEA ZCTA; also Lumpkin County Schools; census land≈147.82 sq mi (89% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30529,GA,Banks County Schools,Rural NE Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Commerce City Schools, Jackson County School System; census land≈13.04 sq mi (26% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30529,GA,Commerce City Schools,Jefferson,traditional,ccd_school_zip,high,4,"multi-LEA ZCTA; also Banks County Schools, Jackson County School System; census land≈11.89 sq mi (24% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30529,GA,Jackson County School System,Jefferson,traditional,ccd_school_zip,high,3,"multi-LEA ZCTA; also Banks County Schools, Commerce City Schools; census land≈25.59 sq mi (51% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30530,GA,Banks County Schools,Rural NE Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Commerce City Schools, Franklin County School System, Jackson County School System, Madison County Schools; census land≈33.12 sq mi (42% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30530,GA,Commerce City Schools,Jefferson,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Banks County Schools, Franklin County School System, Jackson County School System, Madison County Schools; census land≈0.51 sq mi (1% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30530,GA,Franklin County School System,Rural NE Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Banks County Schools, Commerce City Schools, Jackson County School System, Madison County Schools; census land≈11.93 sq mi (15% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30530,GA,Jackson County School System,Jefferson,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Banks County Schools, Commerce City Schools, Franklin County School System, Madison County Schools; census land≈19.89 sq mi (25% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30530,GA,Madison County Schools,Athens,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Banks County Schools, Commerce City Schools, Franklin County School System, Jackson County School System; census land≈13.73 sq mi (17% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30531,GA,Habersham County Schools,Cornelia,traditional,ccd_school_zip,high,3,multi-LEA ZCTA; also Hall County Schools; census land≈32.17 sq mi (85% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30531,GA,Hall County Schools,Gainesville,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Habersham County Schools; census land≈5.56 sq mi (15% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30533,GA,Dawson County School System,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Hall County Schools, Lumpkin County Schools, White County School System; census land≈6.22 sq mi (3% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30533,GA,Hall County Schools,Gainesville,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Dawson County School System, Lumpkin County Schools, White County School System; census land≈4.16 sq mi (2% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30533,GA,Lumpkin County Schools,Atlanta,traditional,ccd_school_zip,high,4,"multi-LEA ZCTA; also Dawson County School System, Hall County Schools, White County School System; census land≈231.54 sq mi (95% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30533,GA,White County School System,Rural NE Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Dawson County School System, Hall County Schools, Lumpkin County Schools; census land≈0.96 sq mi (0% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30534,GA,Cherokee County School District,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Dawson County School System, Forsyth County Schools, Lumpkin County Schools, Pickens County Schools; census land≈1.43 sq mi (1% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30534,GA,Dawson County School System,Atlanta,traditional,ccd_school_zip,high,7,"multi-LEA ZCTA; also Cherokee County School District, Forsyth County Schools, Lumpkin County Schools, Pickens County Schools; census land≈181.40 sq mi (85% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30534,GA,Forsyth County Schools,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Cherokee County School District, Dawson County School System, Lumpkin County Schools, Pickens County Schools; census land≈6.46 sq mi (3% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30534,GA,Lumpkin County Schools,Atlanta,traditional,ccd_school_zip,high,1,"multi-LEA ZCTA; also Cherokee County School District, Dawson County School System, Forsyth County Schools, Pickens County Schools; census land≈20.89 sq mi (10% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30534,GA,Pickens County Schools,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Cherokee County School District, Dawson County School System, Forsyth County Schools, Lumpkin County Schools; census land≈2.75 sq mi (1% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30535,GA,Habersham County Schools,Cornelia,traditional,ccd_school_zip,high,3,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30536,GA,Dawson County School System,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Gilmer County Schools; census land≈3.45 sq mi (2% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30536,GA,Gilmer County Schools,Rural North Georgia,traditional,ccd_school_zip,high,2,multi-LEA ZCTA; also Dawson County School System; census land≈150.72 sq mi (98% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30537,GA,Rabun County Schools,Rural NE Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈18.75 sq mi in ZCTA,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30538,GA,Franklin County School System,Rural NE Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Stephens County School System; census land≈3.22 sq mi (12% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30538,GA,Stephens County School System,Toccoa,traditional,ccd_school_zip,high,1,multi-LEA ZCTA; also Franklin County School System; census land≈23.99 sq mi (88% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30539,GA,Gilmer County Schools,Rural North Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈0.33 sq mi in ZCTA; small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30540,GA,Gilmer County Schools,Rural North Georgia,traditional,ccd_school_zip,high,3,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30541,GA,Fannin County Schools,Rural North Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈73.73 sq mi in ZCTA,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30542,GA,Buford City Schools,Atlanta,traditional,census_zcta_lea,low,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Hall County Schools; census land≈0.34 sq mi (1% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30542,GA,Hall County Schools,Gainesville,traditional,ccd_school_zip,high,9,multi-LEA ZCTA; also Buford City Schools; census land≈42.11 sq mi (99% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30543,GA,Banks County Schools,Rural NE Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Hall County Schools, Jackson County School System; census land≈12.45 sq mi (33% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30543,GA,Hall County Schools,Gainesville,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Banks County Schools, Jackson County School System; census land≈21.73 sq mi (57% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30543,GA,Jackson County School System,Jefferson,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Banks County Schools, Hall County Schools; census land≈4.12 sq mi (11% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30545,GA,White County School System,Rural NE Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈46.59 sq mi in ZCTA,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30546,GA,Towns County Schools,Rural NE Georgia,traditional,ccd_school_zip,high,3,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30547,GA,Banks County Schools,Rural NE Georgia,traditional,ccd_school_zip,high,4,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30548,GA,Barrow County School System,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Gwinnett County Public Schools, Hall County Schools, Jackson County School System; census land≈8.02 sq mi (20% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30548,GA,Gwinnett County Public Schools,Atlanta,traditional,ccd_school_zip,high,3,"multi-LEA ZCTA; also Barrow County School System, Hall County Schools, Jackson County School System; census land≈3.70 sq mi (9% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30548,GA,Hall County Schools,Gainesville,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Barrow County School System, Gwinnett County Public Schools, Jackson County School System; census land≈3.64 sq mi (9% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30548,GA,Jackson County School System,Jefferson,traditional,ccd_school_zip,high,2,"multi-LEA ZCTA; also Barrow County School System, Gwinnett County Public Schools, Hall County Schools; census land≈25.07 sq mi (62% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30549,GA,Jackson County School System,Jefferson,traditional,ccd_school_zip,high,2,multi-LEA ZCTA; also Jefferson City Schools; census land≈83.57 sq mi (79% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30549,GA,Jefferson City Schools,Jefferson,traditional,ccd_school_zip,high,4,multi-LEA ZCTA; also Jackson County School System; census land≈21.98 sq mi (21% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30552,GA,Rabun County Schools,Rural NE Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈55.71 sq mi in ZCTA,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30553,GA,Franklin County School System,Rural NE Georgia,traditional,ccd_school_zip,high,1,multi-LEA ZCTA; also Hart County Charter System; census land≈34.88 sq mi (59% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30553,GA,Hart County Charter System,Rural NE Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Franklin County School System; census land≈24.32 sq mi (41% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30554,GA,Banks County Schools,Rural NE Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Hall County Schools; census land≈28.58 sq mi (40% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30554,GA,Hall County Schools,Gainesville,traditional,ccd_school_zip,high,1,multi-LEA ZCTA; also Banks County Schools; census land≈42.93 sq mi (60% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30555,GA,Fannin County Schools,Rural North Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈11.43 sq mi in ZCTA,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30557,GA,Franklin County School System,Rural NE Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Stephens County School System; census land≈35.82 sq mi (62% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30557,GA,Stephens County School System,Toccoa,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Franklin County School System; census land≈22.34 sq mi (38% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30558,GA,Banks County Schools,Rural NE Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Commerce City Schools, Jackson County School System; census land≈28.38 sq mi (46% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30558,GA,Commerce City Schools,Jefferson,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Banks County Schools, Jackson County School System; census land≈1.07 sq mi (2% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30558,GA,Jackson County School System,Jefferson,traditional,ccd_school_zip,high,1,"multi-LEA ZCTA; also Banks County Schools, Commerce City Schools; census land≈31.96 sq mi (52% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30559,GA,Fannin County Schools,Rural North Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈50.32 sq mi in ZCTA,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
