lea_name,lea_type,nces_id,gadoe_id_if_known,county,official_website_if_known,in_districts_csv,districts_csv_name_match,priority_note,source_urls
Randolph County Schools,charter_system,1304350,720,Randolph,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Richmond County Schools,county,1304380,721,Richmond,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Rockdale County Public Schools,county,1304410,722,Rockdale,,yes,Rockdale County Public Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Schley County Schools,county,1304470,723,Schley,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Screven County Schools,county,1304500,724,Screven,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Seminole County Schools,county,1304530,725,Seminole,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Griffin-Spalding County School System,county,1302520,726,Spalding,,yes,Griffin-Spalding County School System,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Stephens County Schools,charter_system,1304560,727,Stephens,https://www.stephenscountyschools.com/,yes,Stephens County School System,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Stewart County Schools,county,1304590,728,Stewart,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Sumter County Schools,county,1304620,729,Sumter,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Talbot County Schools,county,1304650,730,Talbot,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Taliaferro County Schools,charter_system,1304680,731,Taliaferro,http://www.taliaferro.k12.ga.us/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Tattnall County Schools,county,1304770,732,Tattnall,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Taylor County Schools,county,1304800,733,Taylor,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Telfair County Schools,county,1304830,734,Telfair,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Terrell County Schools,charter_system,1304860,735,Terrell,https://www.terrell.k12.ga.us/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Thomas County Schools,county,1304890,736,Thomas,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Tift County Schools,charter_system,1304980,737,Tift,http://www.tiftschools.com/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Toombs County Schools,county,1305040,738,Toombs,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Towns County Schools,county,1305070,739,Towns,,yes,Towns County Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Treutlen County Schools,county,1305100,740,Treutlen,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Troup County School System,county,1300001,741,Troup,,yes,Troup County School System,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Turner County Schools,county,1305190,742,Turner,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Twiggs County Schools,county,1305220,743,Twiggs,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Union County Schools,charter_system,1305250,744,Union,http://www.ucschools.org/,yes,Union County Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Thomaston-Upson County Schools,county,1305280,745,Upson,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Walker County Schools,county,1305370,746,Walker,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Walton County School District,county,1305390,747,Walton,,yes,Walton County School District,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Ware County Schools,county,1305430,748,Ware,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Warren County Schools,charter_system,1305460,749,Warren,http://www.warren.k12.ga.us/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Washington County Schools,county,1305490,750,Washington,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Wayne County Schools,county,1305550,751,Wayne,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Webster County Schools,county,1305580,752,Webster,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Wheeler County Schools,county,1305640,753,Wheeler,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
White County School System,charter_system,1305670,754,White,https://www.white.k12.ga.us/,yes,White County School System,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Whitfield County Schools,county,1305700,755,Whitfield,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Wilcox County Schools,county,1305730,756,Wilcox,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Wilkes County Schools,county,1305760,757,Wilkes,,yes,Wilkes County Schools,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Wilkinson County Schools,county,1305790,758,Wilkinson,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Worth County Schools,county,1305850,759,Worth,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Atlanta Public Schools,charter_system,1300120,761,Fulton/DeKalb,https://www.atlantapublicschools.us/,yes,Atlanta Public Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Bremen City Schools,city,1300510,763,Haralson,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Buford City Schools,city,1300600,764,Gwinnett,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Calhoun City Schools,charter_system,1300720,765,Gordon,http://www.calhounschools.org/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Carrollton City Schools,charter_system,1300870,766,Carroll,http://www.carrolltoncityschools.net/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Cartersville City Schools,charter_system,1300900,767,Bartow,http://www.cartersville.k12.ga.us/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Chickamauga City Schools,city,1301140,769,Walker,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Commerce City Schools,charter_system,1301440,771,Jackson,http://www.commercecityschools.org/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Dalton Public Schools,city,1301620,772,Whitfield,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
City Schools of Decatur,charter_system,1301680,773,DeKalb,http://www.csdecatur.net/,yes,City Schools of Decatur,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Dublin City Schools,charter_system,1301870,774,Laurens,http://www.dublincityschools.us/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Gainesville City Schools,charter_system,1302310,776,Hall,http://www.gcssk12.net/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Jefferson City Schools,city,1303030,779,Jackson,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Marietta City Schools,charter_system,1303510,781,Cobb,http://www.marietta-city.org/,yes,Marietta City Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Pelham City Schools,charter_system,1304080,784,Mitchell,https://www.pelham-city.k12.ga.us/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Rome City Schools,city,1304440,785,Floyd,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Social Circle City Schools,city,1304540,786,Walton,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Thomasville City Schools,city,1304950,789,Thomas,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Trion City Schools,city,1305130,791,Chattooga,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Valdosta City Schools,city,1305310,792,Lowndes,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
